type,area,city,date,instructions
ירי רקטות וטילים,מרכז הנגב,באר שבע - דרום,2023-10-18T15:04:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הנגב,באר שבע - מערב,2023-10-18T15:04:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מרכז הנגב,חצרים,2023-10-18T15:04:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שלומית,2023-10-18T15:04:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,יבול,2023-10-18T15:03:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מגן,2023-10-18T15:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-18T14:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-18T14:55:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדרות,2023-10-18T13:51:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,איבים,2023-10-18T13:51:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עם,2023-10-18T13:51:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מטווח ניר עם,2023-10-18T13:51:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,שדרות,2023-10-18T12:35:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,איבים,2023-10-18T12:35:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עם,2023-10-18T12:35:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,גבים,2023-10-18T12:35:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מכללת ספיר,2023-10-18T12:35:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כיסופים,2023-10-18T12:33:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כיסופים,2023-10-18T12:26:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כיסופים,2023-10-18T11:09:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נחל עוז,2023-10-18T10:12:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ראשון לציון - מזרח,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,משמר השבעה,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,צפריה,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,אחיעזר,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,יגל,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,בית דגן,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,כפר חב''ד,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,תעשיון צריפין,2023-10-17T22:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,בארות יצחק,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,בני עטרות,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,נופך,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,רינתיה,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,נחלים,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,מזור,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,סביון,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,יהוד-מונוסון,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,מגשימים,2023-10-17T22:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,פארק תעשיות פלמחים,2023-10-17T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,גן שורק,2023-10-17T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,בן זכאי,2023-10-17T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,יבנה,2023-10-17T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,לכיש,כפר הנגיד,2023-10-17T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-17T21:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,בית שקמה,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,בת הדר,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,גיאה,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה צפוני אשקלון,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,ברכיה,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,משען,2023-10-17T21:02:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,מבקיעים,2023-10-17T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כרמיה,2023-10-17T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,נתיב העשרה,2023-10-17T21:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,עין הבשור,2023-10-17T20:27:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,ניר עוז,2023-10-17T20:27:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,מגן,2023-10-17T20:27:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,קו העימות,דישון,2023-10-17T20:16:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,קו העימות,מלכיה,2023-10-17T20:16:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,זיקים,2023-10-17T20:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,עוטף עזה,כרמיה,2023-10-17T20:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,מקווה ישראל,2023-10-17T20:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - צפון,2023-10-17T20:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אשקלון - דרום,2023-10-17T20:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,גנות,2023-10-17T20:01:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,זיתן,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,לוד,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,אחיעזר,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,יגל,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,ניר צבי,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,כפר חב''ד,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,תעשיון צריפין,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,מערב לכיש,אזור תעשייה הדרומי אשקלון,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,ירקון,נופך,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,השפלה,משמר השבעה,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,בני ברק,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,רמת גן - מזרח,2023-10-17T20:00:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,שרון,הוד השרון,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,שרון,עדנים,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,שרון,ירקונה,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,רמת גן - מערב,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - מזרח,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,תל אביב - עבר הירקון,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,אור יהודה,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,מעש,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,גני תקווה,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
ירי רקטות וטילים,דן,פתח תקווה,2023-10-17T19:59:00.000000,היכנסו למרחב המוגן ושהו בו למשך 10 דקות.
